Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Scapania aspera Processed,scapania_aspera_stature_ventral_side.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature ventral side,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_ventral_side_2.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature ventral side ,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_dorsal_side.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature dorsal side,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_dorsal_side_2.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature dorsal side ,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_voucher_specimen.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,voucher specimen,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,,,,,,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_basal_leaf_margin.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe basal leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_leaf_center.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe leaf center,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_leaf_apex.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe leaf apex,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stem_cross_section.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stem cross section,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_basal_leaf_margin.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe basal leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_center.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf center,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_margin.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_apex.ome.tiff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf apex,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_archegonia.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,archegonia,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_archegonia_2.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,archegonia ,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_leaf lobes.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,leaf lobes,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_leaf_lobes_cross_section.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,leaf lobes cross section,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_leaf_lobes_cross_section_detail.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,leaf lobes cross section detail,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_gemmae.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,gemmae,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_ventral_side.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature ventral side,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_ventral_side_2.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature ventral side ,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_dorsal_side.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature dorsal side,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stature_dorsal_side_2.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stature dorsal side ,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_voucher_specimen.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,voucher specimen,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,,,,,,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_basal_leaf_margin.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe basal leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_leaf_center.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe leaf center,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_antical_lobe_leaf_apex.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,antical lobe leaf apex,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_stem_cross_section.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,stem cross section,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_basal_leaf_margin.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe basal leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_center.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf center,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_margin.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf margin,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania aspera Processed,scapania_aspera_postical_lobe_leaf_apex.ome.tifff,Scapania aspera M.Bernet & Bernet,NCBI Taxon,NCBI:399155,GBIF:7435100,OTT:683885,postical lobe leaf apex,Preserved Specimen,Bertram-3283a,"Bertram, J.",2007-09-20,"Bertram, J.",WGS84,47.43548051,7.62216,680,500,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis,IMG_0001-0051 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0001-0051 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0052-0102 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0052-0102 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0103-0153 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0103-0153 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0154-0204 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0154-0204 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0205-0248 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0205-0248 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0249-0299 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0249-0299 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0300-0350 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0300-0350 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0351-0401 Scapania brevicaulis ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0351-0401 Scapania brevicaulis ventral side (2.5x),IMG_0001-0401 Scapania brevicaulis ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0402-0452 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0402-0452 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0453-0503 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0453-0503 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0504-0554 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0504-0554 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0555-0605 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0555-0605 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0606-0656 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0606-0656 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0657-0701 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0657-0701 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0702-0748 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0702-0748 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0749-0799 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0749-0799 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0800-0843 Scapania brevicaulis dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0800-0843 Scapania brevicaulis dorsal side (2.5x),IMG_0402-0843 Scapania brevicaulis dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0844-0894 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_0844-0894 Scapania brevicaulis leaf lobes (5x),IMG_0844-0894 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0895-0945 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_0895-0945 Scapania brevicaulis leaf lobes (5x),IMG_0895-0945 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_0946-1016 Scapania brevicaulis postical lobe leaf apex (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe leaf apex,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_0946-1016 Scapania brevicaulis postical lobe leaf apex (40x),IMG_0946-1016 Scapania brevicaulis postical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1017-1067 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_1017-1067 Scapania brevicaulis leaf lobes (5x),IMG_1017-1067 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1068-1118 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_1068-1118 Scapania brevicaulis leaf lobes (5x),IMG_1068-1118 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1119-1169 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_1119-1169 Scapania brevicaulis leaf lobes (5x),IMG_1119-1169 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1170-1220 Scapania brevicaulis leaf lobes (5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_1170-1220 Scapania brevicaulis leaf lobes (5x),IMG_1170-1220 Scapania brevicaulis leaf lobes (5x),round cell,CMPU_0000118
