Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Scapania scandica,IMG_0784-0834 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0784-0834 Scapania scandica stature dorsal side (2.5x),IMG_0733-0874 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0835-0874 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0835-0874 Scapania scandica stature dorsal side (2.5x),IMG_0733-0874 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0875-0925 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0875-0925 Scapania scandica stature dorsal side (2.5x),IMG_0875-0976 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0926-0976 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0926-0976 Scapania scandica stature dorsal side (2.5x),IMG_0875-0976 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0977-1027 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0977-1027 Scapania scandica stature ventral side (2.5x),IMG_0977-1027 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1028-1078 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1028-1078 Scapania scandica stature ventral side (2.5x),IMG_1028-1227 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1079-1129 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1079-1129 Scapania scandica stature ventral side (2.5x),IMG_1028-1227 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1130-1176 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1130-1176 Scapania scandica stature ventral side (2.5x),IMG_1028-1227 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1177-1227 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1177-1227 Scapania scandica stature ventral side (2.5x),IMG_1028-1227 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1228-1278 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1228-1278 Scapania scandica stature dorsal side (2.5x),IMG_1228-1278 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1279-1329 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1279-1329 Scapania scandica stature dorsal side (2.5x),IMG_1279-1482 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1330-1380 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1330-1380 Scapania scandica stature dorsal side (2.5x),IMG_1279-1482 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1381-1431 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1381-1431 Scapania scandica stature dorsal side (2.5x),IMG_1279-1482 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1432-1482 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_1432-1482 Scapania scandica stature dorsal side (2.5x),IMG_1279-1482 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_1483-1521 Scapania scandica gemmae (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1483-1521 Scapania scandica gemmae (40x),IMG_1483-1521 Scapania scandica gemmae (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1522-1569 Scapania scandica gemmae (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1522-1569 Scapania scandica gemmae (40x),IMG_1522-1569 Scapania scandica gemmae (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1570-1620 Scapania scandica gemmae (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1570-1620 Scapania scandica gemmae (40x),IMG_1570-1620 Scapania scandica gemmae (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1621-1661 Scapania scandica gemmae (40x DIC).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1621-1661 Scapania scandica gemmae (40x DIC),IMG_1621-1661 Scapania scandica gemmae (40x DIC),round cell,CMPU_0000118
Scapania scandica,IMG_1662-1709 Scapania scandica gemmae (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1662-1709 Scapania scandica gemmae (40x),IMG_1662-1709 Scapania scandica gemmae (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1710-1750 Scapania scandica gemmae (40x DIC).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,gemmae,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1710-1750 Scapania scandica gemmae (40x DIC),IMG_1710-1750 Scapania scandica gemmae (40x DIC),round cell,CMPU_0000118
Scapania scandica,IMG_1751-1821 Scapania scandica perianth mouth (20x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,perianth mouth,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1751-1821 Scapania scandica perianth mouth (20x),IMG_1751-1821 Scapania scandica perianth mouth (20x),round cell,CMPU_0000118
Scapania scandica,IMG_1822-1872 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1822-1872 Scapania scandica spores and elaters (40x),IMG_1822-1872 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1873-1925 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1873-1925 Scapania scandica spores and elaters (40x),IMG_1873-1925 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1926-1976 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1926-1976 Scapania scandica spores and elaters (40x),IMG_1926-1976 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_1977-2017 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1977-2017 Scapania scandica spores and elaters (40x),IMG_1977-2017 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2018-2079 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2018-2079 Scapania scandica spores and elaters (40x),IMG_2018-2079 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2080-2130 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2080-2130 Scapania scandica spores and elaters (40x),IMG_2080-2130 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2131-2173 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2131-2173 Scapania scandica spores and elaters (40x),IMG_2131-2173 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2174-2227 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2174-2227 Scapania scandica spores and elaters (40x),IMG_2174-2227 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2228-2282 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2228-2282 Scapania scandica spores and elaters (40x),IMG_2228-2282 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2283-2319 Scapania scandica spores and elaters (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,spores and elaters,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2283-2319 Scapania scandica spores and elaters (40x),IMG_2283-2319 Scapania scandica spores and elaters (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2320-2388 Scapania scandica perianth mouth (20x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,perianth mouth,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2320-2388 Scapania scandica perianth mouth (20x),IMG_2320-2388 Scapania scandica perianth mouth (20x),round cell,CMPU_0000118
Scapania scandica,IMG_2389-2439 Scapania scandica leaf lobes (5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf lobes,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_2389-2439 Scapania scandica leaf lobes (5x),IMG_2389-2439 Scapania scandica leaf lobes (5x),round cell,CMPU_0000118
Scapania scandica,IMG_2440-2483 Scapania scandica leaf lobes (5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf lobes,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_2440-2483 Scapania scandica leaf lobes (5x),IMG_2440-2483 Scapania scandica leaf lobes (5x),round cell,CMPU_0000118
Scapania scandica,IMG_2484-2528 Scapania scandica leaf lobes (5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf lobes,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_2484-2528 Scapania scandica leaf lobes (5x),IMG_2484-2528 Scapania scandica leaf lobes (5x),round cell,CMPU_0000118
Scapania scandica,IMG_2529-2604 Scapania scandica postical lobe basal leaf margin (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,postical lobe basal leaf margin,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2529-2604 Scapania scandica postical lobe basal leaf margin (40x),IMG_2529-2604 Scapania scandica postical lobe basal leaf margin (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2605-2679 Scapania scandica postical lobe leaf apex (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,postical lobe leaf apex,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2605-2679 Scapania scandica postical lobe leaf apex (40x),IMG_2605-2679 Scapania scandica postical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2680-2724 Scapania scandica leaf cross section (20x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2680-2724 Scapania scandica leaf cross section (20x),IMG_2680-2724 Scapania scandica leaf cross section (20x),round cell,CMPU_0000118
Scapania scandica,IMG_2725-2775 Scapania scandica leaf cross section (20x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2725-2775 Scapania scandica leaf cross section (20x),IMG_2725-2775 Scapania scandica leaf cross section (20x),round cell,CMPU_0000118
Scapania scandica,IMG_2776-2826 Scapania scandica leaf cross section (20x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2776-2826 Scapania scandica leaf cross section (20x),IMG_2776-2826 Scapania scandica leaf cross section (20x),round cell,CMPU_0000118
Scapania scandica,IMG_2827-2877 Scapania scandica leaf cross section (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2827-2877 Scapania scandica leaf cross section (40x),IMG_2827-2877 Scapania scandica leaf cross section (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2878-2928 Scapania scandica leaf cross section (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2878-2928 Scapania scandica leaf cross section (40x),IMG_2878-2928 Scapania scandica leaf cross section (40x),round cell,CMPU_0000118
Scapania scandica,IMG_2929-2979 Scapania scandica leaf cross section (40x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,leaf cross section,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2929-2979 Scapania scandica leaf cross section (40x),IMG_2929-2979 Scapania scandica leaf cross section (40x),round cell,CMPU_0000118
